Li,LM,AL,AM,PM,RL
0,21.2112676056338,18.3979057591623,0,0,0
0,0,10.5130890052356,1.13574660633484,2.71841155234657,0
0,67.169014084507,25.4066317626527,3.40723981900452,0,0
0,3.53521126760563,0,14.7647058823529,0,0
0,0,0,70.4162895927602,0.906137184115524,0
0,67.169014084507,2.6282722513089,7.95022624434389,1.81227436823105,0
2.01202404809619,7.07042253521127,0,21.579185520362,0,0
0,0,0,44.2941176470588,3.62454873646209,0
0,53.0281690140845,22.7783595113438,22.7149321266968,4.53068592057762,0
0,0,0,39.7511312217195,0,0
0,0,1.7521815008726,17.0361990950226,0,0
0,63.6338028169014,5.2565445026178,2.27149321266968,0,0
0,45.9577464788732,0.8760907504363,2.27149321266968,0,0
0,18.5427135678392,1.61417322834646,1.01317957166392,1.59326424870466,0
0,21.6331658291457,1.61417322834646,1.01317957166392,0,0
0,60.2638190954774,6.45669291338583,0,0,0
0,58.7185929648241,3.22834645669291,4.05271828665568,0,0
0,18.5427135678392,1.61417322834646,0,1.59326424870466,0
0,46.356783919598,3.22834645669291,0,0,0
0,50.9924623115578,8.07086614173228,0,0,0
0,18.5427135678392,1.61417322834646,0,0,0
0,35.5402010050251,46.8110236220472,0,0,0
0,41.7211055276382,12.9133858267717,1.01317957166392,0,0
0,0,17.755905511811,0,0,0
1.81952662721893,30.9045226130653,12.9133858267717,1.01317957166392,0,0
0,0,1.61417322834646,14.1845140032949,0,0
0,7.72613065326633,4.84251968503937,13.171334431631,1.59326424870466,0
0,0,0,17.2240527182867,1.59326424870466,0
0,1.54522613065327,0,28.3690280065898,3.18652849740933,0
0,0,19.3700787401575,0,0,0
0,33.9949748743719,0,7.09225700164745,0,0
0,33.9949748743719,85.5511811023622,0,1.59326424870466,0
0,21.6331658291457,6.45669291338583,0,0,0
0,0,11.2992125984252,0,0,21.3294797687861
0,9.2713567839196,32.2834645669291,1.01317957166392,0,0
0,40.1758793969849,11.2992125984252,0,0,0
0,4.6356783919598,40.3543307086614,0,0,0
0,18.5427135678392,1.61417322834646,0,0,0
0,32.4497487437186,0,5.06589785831961,0,0
0,20.0879396984925,0,0,0,0
