PFC,ORB,MO,SS,ACA,PTL,VIS,RSC,OLF,vStr,dStr,brain,EC
0,0,0,0,0,0,135.0508475,0,1.11627907,0,0,four,LEC
9.411764706,0,5.77443609,0,0,0,6.508474576,0,89.30232558,17.06666667,6.114649682,four,LEC
0,0,4.330827068,5.189189189,0,0,1.627118644,0,66.97674419,12.8,42.80254777,four,MEC
0,0,0,1.297297297,0,0,32.54237288,0,5.581395349,1.422222222,72.15286624,four,MEC
0,9.931034483,0,0,0,10.78651685,35.79661017,0,0,5.688888889,84.38216561,four,MEC
3.764705882,0,2.887218045,0,2.042553191,23.73033708,30.91525424,21.73584906,22.3255814,8.533333333,19.56687898,four,MEC
0,0,0,5.189189189,0,2.157303371,11.38983051,1.811320755,3.348837209,1.422222222,4.891719745,four,MEC
15.05882353,1.655172414,0,0,0,0,0,0,75.90697674,92.44444444,4.891719745,four,LEC
1.882352941,0,7.218045113,0,2.042553191,0,0,0,55.81395349,42.66666667,7.337579618,four,LEC
0,1.655172414,0,18.16216216,0,21.57303371,22.77966102,0,546.9767442,125.1555556,262.9299363,four,LEC
0,0,36.09022556,41.51351351,0,0,4.881355932,0,317.0232558,49.77777778,215.2356688,four,LEC
0,0,0,5.189189189,0,8.629213483,0,0,88.18604651,44.08888889,14.67515924,four,MEC
1.882352941,1.655172414,0,11.67567568,2.042553191,0,4.881355932,0,77.02325581,32.71111111,48.91719745,four,LEC
24.47058824,1.655172414,0,0,0,0,48.81355932,0,300.2790698,322.8444444,50.14012739,four,LEC
5.647058824,0,0,0,0,0,3.254237288,0,119.4418605,18.48888889,6.114649682,four,LEC
0,4.965517241,5.77443609,0,0,10.78651685,6.508474576,9.056603774,24.55813953,4.266666667,25.68152866,four,MEC
1.882352941,1.655172414,0,0,0,4.314606742,21.15254237,0,35.72093023,4.266666667,56.25477707,four,MEC
3.764705882,4.965517241,8.661654135,5.189189189,0,0,1.627118644,0,175.255814,126.5777778,36.68789809,four,LEC
16.94117647,0,5.77443609,0,0,0,0,0,131.7209302,55.46666667,105.1719745,four,LEC
15.05882353,4.965517241,7.218045113,0,2.042553191,0,0,0,194.2325581,71.11111111,19.56687898,four,LEC
15.05882353,0,34.64661654,68.75675676,30.63829787,0,55.3220339,0,829.3953488,476.4444444,391.3375796,four,LEC
0,0,0,0,0,4.314606742,14.6440678,0,41.30232558,14.22222222,118.6242038,four,MEC
5.647058824,3.310344828,5.77443609,0,2.042553191,0,3.254237288,0,21.20930233,2.844444444,28.12738854,four,MEC
0,0,4.330827068,14.27027027,0,2.157303371,0,3.622641509,64.74418605,31.28888889,42.80254777,four,MEC
0,0,60.63157895,40.21621622,6.127659574,71.19101124,89.49152542,18.11320755,34.60465116,0,14.67515924,four,MEC
0,0,7.218045113,3.891891892,0,43.14606742,125.2881356,9.056603774,4.465116279,5.688888889,75.82165605,four,MEC
26.35294118,14.89655172,0,0,2.042553191,0,0,0,87.06976744,2.844444444,13.4522293,four,LEC
1.882352941,23.17241379,4.330827068,2.594594595,8.170212766,19.41573034,102.5084746,18.11320755,21.20930233,2.844444444,44.02547771,four,MEC
9.411764706,0,7.218045113,5.189189189,4.085106383,8.629213483,73.22033898,7.245283019,27.90697674,0,6.114649682,four,MEC
3.764705882,9.931034483,0,2.594594595,0,15.1011236,53.69491525,0,136.1860465,153.6,31.79617834,four,MEC
0,39.72413793,0,0,0,2.157303371,91.11864407,5.433962264,3.348837209,2.844444444,12.22929936,four,MEC
3.764705882,0,1.443609023,5.189189189,20.42553191,0,21.15254237,12.67924528,12.27906977,2.844444444,11.00636943,four,MEC
0,0,12.9924812,5.189189189,0,6.471910112,17.89830508,0,103.8139535,38.4,23.23566879,four,MEC
0,1.655172414,1.443609023,1.297297297,0,19.41573034,100.8813559,21.73584906,55.81395349,8.533333333,74.59872611,four,MEC
0,1.655172414,0,0,0,0,13.01694915,0,94.88372093,38.4,44.02547771,four,MEC
18.82352941,0,0,0,0,0,0,0,79.25581395,83.91111111,0,four,LEC
5.647058824,3.310344828,0,0,0,0,0,0,121.6744186,68.26666667,4.891719745,four,LEC
0,0,0,0,0,12.94382022,109.0169492,7.245283019,0,0,0,four,MEC
0,0,0,0,0,0,9.762711864,0,49.11627907,22.75555556,36.68789809,four,MEC
0,0,7.218045113,12.97297297,2.042553191,40.98876404,96,18.11320755,23.44186047,0,1.222929936,four,MEC
1.882352941,0,25.98496241,9.081081081,0,36.6741573,21.15254237,23.54716981,12.27906977,0,0,four,MEC
24.47058824,3.310344828,0,0,0,0,0,0,198.6976744,39.82222222,9.78343949,four,LEC
0,0,10.10526316,6.486486486,0,19.41573034,26.03389831,7.245283019,0,0,0,four,MEC
0,0,0,1.297297297,0,0,8.13559322,0,4.465116279,0,1.222929936,four,MEC
1.882352941,6.620689655,0,0,0,17.25842697,30.91525424,5.433962264,103.8139535,11.37777778,6.114649682,four,LEC
0,9.931034483,0,0,0,0,0,0,312.5581395,233.2444444,30.57324841,four,LEC
0,0,2.887218045,3.891891892,0,47.46067416,206.6440678,5.433962264,179.7209302,9.955555556,46.47133758,four,MEC
60.23529412,14.89655172,82.28571429,50.59459459,12.25531915,36.6741573,92.74576271,0,99.34883721,76.8,6.114649682,four,LEC
5.647058824,0,1.443609023,1.297297297,8.170212766,2.157303371,9.762711864,0,149.5813953,163.5555556,13.4522293,four,LEC
0,0,0,6.486486486,0,0,0,0,142.8837209,38.4,31.79617834,four,LEC
7.529411765,4.965517241,0,0,0,0,0,0,236.6511628,139.3777778,9.78343949,four,LEC
39.52941176,4.965517241,0,0,0,0,0,0,244.4651163,200.5333333,35.46496815,four,LEC
1.882352941,0,14.43609023,24.64864865,8.170212766,58.24719101,151.3220339,0,4.465116279,0,1.222929936,four,MEC
5.647058824,3.310344828,2.887218045,0,10.21276596,0,1.627118644,0,234.4186047,180.6222222,6.114649682,four,LEC
0,1.655172414,0,0,8.170212766,0,0,0,147.3488372,392.5333333,1.222929936,four,LEC
1.882352941,8.275862069,2.887218045,1.297297297,8.170212766,0,11.38983051,3.622641509,158.5116279,210.4888889,85.60509554,four,MEC
3.764705882,3.310344828,4.330827068,0,2.042553191,97.07865169,82.98305085,28.98113208,23.44186047,12.8,20.78980892,four,MEC
7.529411765,8.275862069,0,0,4.085106383,0,0,0,224.372093,130.8444444,9.78343949,four,LEC
0,0,0,0,0,6.471910112,34.16949153,1.811320755,21.20930233,0,8.560509554,four,MEC
1.882352941,0,0,2.594594595,0,0,13.01694915,0,113.8604651,5.688888889,40.3566879,four,LEC
18.82352941,0,5.77443609,7.783783784,2.042553191,30.20224719,16.27118644,0,32.37209302,25.6,14.67515924,four,MEC
0,4.965517241,0,0,0,2.157303371,8.13559322,0,14.51162791,0,26.9044586,four,MEC
5.647058824,0,2.887218045,0,2.042553191,0,8.13559322,0,140.6511628,99.55555556,1.222929936,four,LEC
7.529411765,4.965517241,0,0,0,0,32.54237288,5.433962264,36.8372093,11.37777778,57.47770701,four,MEC
0,0,0,0,0,0,39.05084746,0,1.11627907,0,33.01910828,four,MEC
0,1.655172414,0,3.891891892,0,28.04494382,45.55932203,3.622641509,44.65116279,9.955555556,0,four,MEC
3.764705882,0,4.330827068,3.891891892,6.127659574,0,22.77966102,1.811320755,90.41860465,22.75555556,59.92356688,four,MEC
5.647058824,1.655172414,0,0,2.042553191,15.1011236,32.54237288,12.67924528,10.04651163,8.533333333,8.560509554,four,MEC
0,0,0,7.783783784,0,0,0,0,116.0930233,120.8888889,79.49044586,four,LEC
7.529411765,1.655172414,23.09774436,0,0,0,0,0,35.72093023,32.71111111,22.01273885,four,LEC
0,0,0,0,0,0,9.762711864,0,12.27906977,0,12.22929936,four,MEC
0,6.620689655,0,1.297297297,2.042553191,2.157303371,117.1525424,0,142.8837209,36.97777778,35.46496815,four,MEC
0,0,0,0,0,0,63.45762712,5.433962264,0,0,52.58598726,four,MEC
5.647058824,4.965517241,0,0,0,0,0,0,103.8139535,0,0,four,LEC
9.411764706,8.275862069,0,12.97297297,0,4.314606742,34.16949153,9.056603774,96,21.33333333,68.48407643,four,MEC
0,1.655172414,0,0,22.46808511,0,0,0,12.27906977,5.688888889,0,four,MEC
0,0,31.7593985,22.05405405,0,0,3.254237288,0,41.30232558,42.66666667,14.67515924,four,LEC
11.29411765,3.310344828,0,0,0,0,0,0,188.6511628,81.06666667,12.22929936,four,LEC
28.23529412,24.82758621,57.7443609,7.783783784,14.29787234,0,19.52542373,1.811320755,142.8837209,62.57777778,68.48407643,four,MEC
0,0,8.661654135,7.783783784,0,0,24.40677966,0,0,0,88.05095541,four,MEC
11.29411765,14.89655172,5.77443609,0,0,0,0,0,148.4651163,22.75555556,101.5031847,four,LEC
1.882352941,0,12.9924812,0,0,0,8.13559322,9.056603774,68.09302326,29.86666667,28.12738854,four,LEC
22.58823529,1.655172414,0,0,2.042553191,0,0,0,272.372093,243.2,18.34394904,four,LEC
0,0,12.9924812,3.891891892,0,0,24.40677966,9.056603774,78.13953488,1.422222222,1.222929936,four,MEC
0,3.310344828,0,1.297297297,0,0,9.762711864,0,162.9767442,46.93333333,101.5031847,four,LEC
0,0,0,1.297297297,0,8.629213483,26.03389831,0,10.04651163,19.91111111,20.78980892,four,MEC
1.882352941,3.310344828,79.39849624,58.37837838,4.085106383,2.157303371,8.13559322,0,142.8837209,39.82222222,30.57324841,four,LEC
0,0,5.77443609,0,2.042553191,23.73033708,3.254237288,0,90.41860465,14.22222222,22.01273885,four,LEC
0,0,0,0,0,0,24.40677966,0,0,0,0,four,MEC
0,9.931034483,0,0,0,0,0,0,227.7209302,68.26666667,0,four,LEC
0,0,0,0,0,0,27.66101695,1.811320755,7.813953488,0,61.14649682,four,MEC
0,13.24137931,0,0,0,0,0,0,165.2093023,4.266666667,0,four,LEC
9.411764706,0,1.443609023,14.27027027,0,6.471910112,35.79661017,0,20.09302326,19.91111111,212.7898089,four,MEC
0,13.24137931,7.218045113,1.297297297,0,0,0,0,282.4186047,176.3555556,64.81528662,four,LEC
9.411764706,4.965517241,0,0,4.085106383,0,0,0,36.8372093,54.04444444,3.668789809,four,MEC
9.411764706,0,0,0,0,0,14.6440678,0,250.0465116,73.95555556,15.89808917,four,LEC
0,0,0,0,0,4.314606742,0,12.67924528,55.81395349,14.22222222,59.92356688,four,MEC
1.882352941,8.275862069,0,0,0,0,0,0,135.0697674,14.22222222,11.00636943,four,LEC
11.29411765,3.310344828,4.330827068,1.297297297,6.127659574,0,19.52542373,1.811320755,14.51162791,17.06666667,0,four,MEC
5.647058824,3.310344828,4.330827068,0,0,0,1.627118644,5.433962264,85.95348837,83.91111111,81.93630573,four,MEC
11.29411765,0,0,0,2.042553191,0,3.254237288,0,18.97674419,5.688888889,4.891719745,four,MEC
0,4.965517241,18.76691729,1.297297297,0,0,0,0,111.627907,15.64444444,53.8089172,four,LEC
0,1.655172414,0,1.297297297,0,0,9.762711864,0,69.20930233,64,33.01910828,four,MEC
1.882352941,1.655172414,0,25.94594595,0,17.25842697,14.6440678,0,56.93023256,25.6,119.8471338,four,MEC
5.647058824,0,0,0,0,0,0,0,23.44186047,35.55555556,2.445859873,four,LEC
7.529411765,13.24137931,41.86466165,19.45945946,4.085106383,79.82022472,39.05084746,0,97.11627907,12.8,92.94267516,four,MEC
1.882352941,1.655172414,4.330827068,16.86486486,12.25531915,25.88764045,40.6779661,0,52.46511628,66.84444444,77.04458599,four,MEC
20.70588235,8.275862069,0,0,0,0,0,0,135.0697674,75.37777778,7.337579618,four,LEC
7.529411765,3.310344828,1.443609023,1.297297297,0,0,1.627118644,0,229.9534884,128,11.00636943,four,LEC
0,1.655172414,1.443609023,6.486486486,0,15.1011236,8.13559322,0,50.23255814,49.77777778,6.114649682,four,MEC
1.882352941,1.655172414,0,0,0,19.41573034,19.52542373,7.245283019,32.37209302,5.688888889,9.78343949,four,MEC
1.882352941,0,12.9924812,0,0,6.471910112,11.38983051,10.86792453,137.3023256,76.8,2.445859873,four,MEC
0,0,0,1.297297297,2.042553191,17.25842697,81.3559322,9.056603774,1.11627907,0,0,four,MEC
16.94117647,1.655172414,0,0,2.042553191,0,0,0,126.1395349,48.35555556,36.68789809,four,LEC
43.29411765,48,0,0,0,0,0,0,205.3953488,106.6666667,14.67515924,four,LEC
0,0,0,5.189189189,0,15.1011236,3.254237288,0,18.97674419,0,116.1783439,four,MEC
0,0,0,0,0,10.78651685,35.79661017,0,17.86046512,0,56.25477707,four,MEC
0,0,0,3.891891892,0,15.1011236,0,0,84.8372093,49.77777778,29.35031847,four,LEC
0,0,2.887218045,27.24324324,0,0,0,0,55.81395349,29.86666667,214.0127389,four,LEC
15.05882353,13.24137931,0,0,0,0,0,0,89.30232558,38.4,28.12738854,four,LEC
5.647058824,1.655172414,1.443609023,0,0,0,0,0,126.1395349,96.71111111,13.4522293,four,LEC
0,0,0,0,0,0,13.01694915,0,24.55813953,8.533333333,52.58598726,four,MEC
9.411764706,1.655172414,4.330827068,3.891891892,0,0,3.254237288,0,149.5813953,42.66666667,42.80254777,four,MEC
15.05882353,0,15.87969925,24.64864865,8.170212766,21.57303371,21.15254237,0,334.8837209,68.26666667,183.4394904,four,LEC
0,0,0,0,0,0,84.61016949,1.811320755,6.697674419,0,47.69426752,four,MEC
7.529411765,4.965517241,0,0,0,0,0,0,116.0930233,79.64444444,7.337579618,four,LEC
0,1.655172414,0,0,0,2.157303371,193.6271186,7.245283019,0,0,4.891719745,four,MEC
0,0,0,0,0,0,6.508474576,1.811320755,24.55813953,0,22.01273885,four,MEC
3.764705882,11.5862069,20.21052632,2.594594595,8.170212766,2.157303371,1.627118644,18.11320755,241.1162791,19.91111111,12.22929936,four,MEC
7.529411765,0,10.10526316,2.594594595,6.127659574,25.88764045,48.81355932,36.22641509,40.18604651,8.533333333,2.445859873,four,MEC
7.529411765,11.5862069,0,5.189189189,2.042553191,2.157303371,32.54237288,12.67924528,45.76744186,12.8,31.79617834,four,MEC
16.94117647,0,60.63157895,2.594594595,18.38297872,0,6.508474576,0,109.3953488,0,41.57961783,four,LEC
0,3.310344828,4.330827068,6.486486486,0,2.157303371,1.627118644,0,14.51162791,0,6.114649682,four,MEC
0,0,0,0,2.042553191,15.1011236,6.508474576,0,34.60465116,24.17777778,0,four,LEC
5.647058824,0,24.54135338,11.67567568,2.042553191,2.157303371,9.762711864,0,0,0,0,four,MEC
0,1.655172414,0,1.297297297,0,4.314606742,30.91525424,10.86792453,70.3255814,36.97777778,25.68152866,four,MEC
11.29411765,18.20689655,0,0,0,0,0,0,122.7906977,159.2888889,29.35031847,four,LEC
7.529411765,3.310344828,2.887218045,1.297297297,0,0,21.15254237,18.11320755,137.3023256,19.91111111,29.35031847,four,MEC
0,14.89655172,15.87969925,14.27027027,0,17.25842697,213.1525424,12.67924528,199.8139535,93.86666667,80.7133758,four,MEC
9.411764706,1.655172414,0,3.891891892,0,0,16.27118644,0,79.25581395,17.06666667,28.12738854,four,MEC
0,0,8.661654135,0,2.042553191,12.94382022,21.15254237,3.622641509,43.53488372,22.75555556,11.00636943,four,MEC
1.882352941,0,50.52631579,19.45945946,6.127659574,28.04494382,19.52542373,0,84.8372093,61.15555556,14.67515924,four,MEC
92.23529412,33.10344828,0,0,0,0,0,0,194.2325581,0,0,four,LEC
0,0,21.65413534,16.86486486,2.042553191,6.471910112,17.89830508,12.67924528,26.79069767,14.22222222,30.57324841,four,MEC
3.764705882,8.275862069,0,0,0,0,0,0,178.6046512,206.2222222,8.560509554,four,MEC
0,0,0,3.891891892,0,10.78651685,24.40677966,0,101.5813953,1.422222222,18.34394904,four,LEC
0,0,0,44.10810811,0,17.25842697,167.5932203,12.67924528,193.1162791,118.0444444,80.7133758,four,LEC
7.529411765,0,0,0,0,8.629213483,84.61016949,1.811320755,66.97674419,8.533333333,116.1783439,four,MEC
0,0,0,5.189189189,0,12.94382022,19.52542373,9.056603774,1.11627907,0,0,four,MEC
0,0,0,2.594594595,0,0,47.18644068,0,112.744186,71.11111111,75.82165605,four,LEC
3.764705882,1.655172414,7.218045113,1.297297297,0,0,0,0,71.44186047,7.111111111,35.46496815,four,LEC
0,0,0,0,0,0,6.508474576,0,20.09302326,17.06666667,40.3566879,four,MEC
0,0,0,7.783783784,0,30.20224719,107.3898305,0,1.11627907,0,1.222929936,four,MEC
0,0,8.661654135,0,0,12.94382022,58.57627119,7.245283019,8.930232558,1.422222222,84.38216561,four,MEC
0,0,2.887218045,9.081081081,0,23.73033708,47.18644068,0,77.02325581,25.6,100.2802548,four,MEC
1.882352941,1.655172414,0,0,0,0,11.38983051,0,49.11627907,17.06666667,50.14012739,four,MEC
9.411764706,8.275862069,10.10526316,0,8.170212766,0,0,0,218.7906977,206.2222222,14.67515924,four,MEC
32,6.620689655,8.661654135,1.297297297,0,0,3.254237288,0,166.3255814,122.3111111,58.70063694,four,MEC
1.882352941,1.655172414,2.887218045,6.486486486,2.042553191,4.314606742,63.45762712,9.056603774,27.90697674,7.111111111,7.337579618,four,MEC
13.17647059,3.310344828,0,0,2.042553191,0,13.01694915,0,181.9534884,123.7333333,6.114649682,four,LEC
0,3.310344828,14.43609023,2.594594595,0,0,9.762711864,0,26.79069767,0,28.12738854,four,LEC
0,0,1.443609023,0,0,0,45.55932203,0,82.60465116,28.44444444,80.7133758,four,MEC
5.647058824,4.965517241,20.21052632,7.783783784,8.170212766,43.14606742,61.83050847,16.30188679,7.813953488,4.266666667,18.34394904,four,MEC
0,0,0,11.67567568,0,0,9.762711864,0,63.62790698,4.266666667,44.02547771,four,LEC
5.647058824,1.655172414,0,0,0,0,0,0,137.3023256,65.42222222,15.89808917,four,MEC
11.29411765,8.275862069,0,0,2.042553191,0,0,0,123.9069767,72.53333333,31.79617834,four,LEC
3.764705882,0,10.10526316,2.594594595,4.085106383,2.157303371,0,0,82.60465116,64,9.78343949,four,LEC
11.29411765,3.310344828,0,0,0,0,0,0,93.76744186,69.68888889,1.222929936,four,LEC
0,0,0,11.67567568,0,8.629213483,11.38983051,5.433962264,55.81395349,19.91111111,33.01910828,four,LEC
15.05882353,13.24137931,0,0,0,0,0,0,112.744186,11.37777778,22.01273885,four,LEC
13.17647059,1.655172414,0,1.297297297,0,0,0,0,144,65.42222222,1.222929936,four,LEC
3.764705882,6.620689655,0,0,0,0,3.254237288,0,112.744186,91.02222222,35.46496815,four,MEC
0,0,7.218045113,2.594594595,0,0,21.15254237,0,6.697674419,0,20.78980892,four,MEC
0,1.655172414,2.887218045,15.56756757,0,122.9662921,117.1525424,3.622641509,99.34883721,0,59.92356688,four,MEC
0,0,0,0,0,0,9.762711864,0,113.8604651,12.8,66.03821656,four,MEC
5.647058824,13.24137931,0,0,0,0,0,0,107.1627907,51.2,23.23566879,four,LEC
0,6.620689655,0,1.297297297,0,0,9.762711864,0,50.23255814,54.04444444,12.22929936,four,MEC
0,0,0,6.486486486,0,10.78651685,40.6779661,0,0,0,67.2611465,four,MEC
0,0,0,0,0,0,17.89830508,0,3.348837209,2.844444444,7.337579618,four,MEC
1.882352941,0,0,2.594594595,2.042553191,4.314606742,8.13559322,0,12.27906977,0,13.4522293,four,LEC
0,0,0,0,0,0,17.89830508,1.811320755,15.62790698,0,0,four,MEC
0,3.310344828,0,2.594594595,0,12.94382022,39.05084746,0,63.62790698,7.111111111,25.68152866,four,MEC
0,3.310344828,0,1.297297297,0,4.314606742,17.89830508,3.622641509,70.3255814,25.6,39.13375796,four,MEC
5.647058824,1.655172414,7.218045113,1.297297297,14.29787234,4.314606742,43.93220339,7.245283019,3.348837209,1.422222222,28.12738854,four,MEC
0,0,0,0,0,0,9.762711864,5.433962264,120.5581395,34.13333333,14.67515924,four,MEC
3.764705882,1.655172414,2.887218045,0,0,6.471910112,42.30508475,1.811320755,6.697674419,1.422222222,0,four,MEC
0,0,0,10.37837838,0,34.51685393,48.81355932,1.811320755,5.581395349,0,0,four,MEC
0,1.655172414,1.443609023,6.486486486,0,8.629213483,56.94915254,3.622641509,62.51162791,64,3.668789809,four,LEC
41.41176471,4.965517241,0,0,2.042553191,0,0,0,212.0930233,78.22222222,28.12738854,four,LEC
7.529411765,6.620689655,0,0,0,0,0,0,110.5116279,46.93333333,1.222929936,four,LEC
0,1.655172414,1.443609023,0,0,8.629213483,148.0677966,7.245283019,12.27906977,4.266666667,2.445859873,four,MEC
1.882352941,1.655172414,0,0,4.085106383,45.30337079,65.08474576,10.86792453,0,0,7.337579618,four,MEC
0,0,4.330827068,1.297297297,0,0,11.38983051,0,94.88372093,2.844444444,59.92356688,four,LEC
3.764705882,4.965517241,0,1.297297297,0,17.25842697,6.508474576,0,123.9069767,58.31111111,4.891719745,four,LEC
7.529411765,3.310344828,0,0,0,0,0,0,231.0697674,123.7333333,6.114649682,four,LEC
1.882352941,9.931034483,8.661654135,3.891891892,0,2.157303371,17.89830508,0,395.1627907,187.7333333,185.8853503,four,LEC
13.17647059,0,0,0,0,0,0,0,112.744186,105.2444444,9.78343949,four,LEC
11.29411765,3.310344828,1.443609023,0,0,2.157303371,3.254237288,0,71.44186047,58.31111111,8.560509554,four,LEC
11.29411765,0,5.77443609,1.297297297,12.25531915,4.314606742,14.6440678,0,34.60465116,0,74.59872611,four,MEC
0,0,7.218045113,2.594594595,0,10.78651685,21.15254237,1.811320755,32.37209302,49.77777778,117.4012739,four,MEC
0,0,0,0,0,0,19.52542373,9.056603774,0,0,9.78343949,four,MEC
0,0,0,1.297297297,0,21.57303371,37.42372881,7.245283019,7.813953488,0,0,four,MEC
0,0,0,0,6.127659574,0,1.627118644,0,91.53488372,68.26666667,15.89808917,four,LEC
22.58823529,19.86206897,7.218045113,1.297297297,2.042553191,0,1.627118644,0,183.0697674,72.53333333,107.6178344,four,MEC
0,0,2.887218045,5.189189189,0,0,94.37288136,1.811320755,5.581395349,0,15.89808917,four,MEC
65.88235294,18.20689655,4.330827068,0,0,0,1.627118644,0,228.8372093,123.7333333,17.12101911,four,LEC
0,0,1.443609023,1.297297297,0,25.88764045,27.66101695,5.433962264,2.23255814,9.955555556,50.14012739,four,MEC
0,8.275862069,0,0,0,2.157303371,30.91525424,0,20.09302326,5.688888889,30.57324841,four,MEC
13.17647059,0,0,0,0,0,0,0,286.8837209,66.84444444,4.891719745,four,LEC
5.647058824,1.655172414,0,0,0,0,0,0,241.1162791,150.7555556,3.668789809,four,LEC
0,0,0,0,0,2.157303371,8.13559322,0,25.6744186,5.688888889,23.23566879,four,MEC
0,0,0,0,0,0,14.6440678,7.245283019,73.6744186,25.6,2.445859873,four,MEC
0,1.655172414,66.40601504,22.05405405,8.170212766,58.24719101,27.66101695,18.11320755,23.44186047,0,105.1719745,four,MEC
11.29411765,0,34.64661654,2.594594595,24.5106383,15.1011236,8.13559322,36.22641509,65.86046512,35.55555556,52.58598726,four,MEC
5.647058824,3.310344828,21.65413534,0,2.042553191,0,0,0,149.5813953,216.1777778,14.67515924,four,LEC
0,0,0,0,0,4.314606742,219.6610169,5.433962264,0,0,17.12101911,four,MEC
0,8.275862069,0,7.783783784,0,0,4.881355932,0,87.06976744,75.37777778,95.38853503,four,MEC
0,0,0,0,0,0,6.508474576,0,61.39534884,28.44444444,9.78343949,four,LEC
13.17647059,0,4.330827068,1.297297297,4.085106383,0,0,0,210.9767442,203.3777778,6.114649682,four,LEC
1.882352941,3.310344828,0,0,0,0,8.13559322,0,18.97674419,0,25.68152866,four,MEC
0,0,0,0,0,2.157303371,32.54237288,1.811320755,14.51162791,0,18.34394904,four,MEC
0,0,0,0,0,4.314606742,47.18644068,3.622641509,4.465116279,2.844444444,0,four,MEC
0,0,0,12.97297297,0,17.25842697,61.83050847,38.03773585,152.9302326,75.37777778,63.59235669,four,LEC
0,0,12.9924812,11.67567568,0,12.94382022,39.05084746,1.811320755,17.86046512,0,15.89808917,four,MEC
13.17647059,16.55172414,0,0,10.21276596,0,37.42372881,0,286.8837209,9.955555556,339.9745223,four,MEC
11.29411765,8.275862069,10.10526316,0,6.127659574,0,0,0,257.8604651,89.6,46.47133758,four,LEC
0,0,0,2.594594595,0,12.94382022,29.28813559,0,18.97674419,24.17777778,2.445859873,four,LEC
0,1.655172414,0,6.486486486,0,0,0,0,58.04651163,9.955555556,44.02547771,four,LEC
3.764705882,0,0,0,0,0,0,7.245283019,49.11627907,19.91111111,0,four,LEC
5.647058824,0,0,0,0,0,4.881355932,0,137.3023256,52.62222222,15.89808917,four,LEC
0,0,0,0,0,0,32.54237288,0,1.11627907,1.422222222,35.46496815,four,MEC
9.411764706,13.24137931,7.218045113,0,4.085106383,0,47.18644068,5.433962264,130.6046512,39.82222222,24.45859873,four,MEC
0,3.310344828,33.20300752,12.97297297,0,215.7303371,283.1186441,12.67924528,33.48837209,0,81.93630573,four,MEC
13.17647059,0,1.443609023,0,0,0,1.627118644,0,79.25581395,89.6,4.891719745,four,LEC
1.882352941,0,8.661654135,1.297297297,4.085106383,19.41573034,26.03389831,7.245283019,3.348837209,0,3.668789809,four,MEC
7.529411765,1.655172414,2.887218045,0,0,0,0,0,81.48837209,28.44444444,51.36305732,four,LEC
33.88235294,4.965517241,64.96240602,119.3513514,0,0,1.627118644,0,487.8139535,466.4888889,132.0764331,four,LEC
7.529411765,1.655172414,0,0,0,0,0,0,89.30232558,46.93333333,7.337579618,four,LEC
0,0,0,3.891891892,0,4.314606742,35.79661017,1.811320755,2.23255814,0,0,four,MEC
20.70588235,1.655172414,0,0,0,0,0,0,152.9302326,217.6,36.68789809,four,MEC
0,0,7.218045113,2.594594595,0,6.471910112,8.13559322,3.622641509,1.11627907,1.422222222,22.01273885,four,MEC
0,0,0,0,0,0,22.77966102,1.811320755,22.3255814,0,17.12101911,four,MEC
1.882352941,0,14.43609023,37.62162162,14.29787234,23.73033708,74.84745763,0,2.23255814,0,51.36305732,four,MEC
9.411764706,0,2.887218045,0,0,0,0,0,129.4883721,96.71111111,17.12101911,four,LEC
0,3.310344828,0,0,0,12.94382022,16.27118644,5.433962264,41.30232558,8.533333333,34.24203822,four,MEC
1.882352941,0,0,0,0,0,9.762711864,0,21.20930233,2.844444444,51.36305732,four,MEC
0,0,0,7.783783784,0,12.94382022,16.27118644,0,35.72093023,18.48888889,15.89808917,four,LEC
0,1.655172414,0,2.594594595,0,0,6.508474576,0,51.34883721,1.422222222,6.114649682,four,MEC
0,0,0,0,0,34.51685393,30.91525424,1.811320755,6.697674419,0,0,four,MEC
16.94117647,4.965517241,1.443609023,2.594594595,0,8.629213483,17.89830508,0,20.09302326,18.48888889,2.445859873,four,MEC
7.529411765,1.655172414,0,0,0,0,0,0,85.95348837,45.51111111,7.337579618,four,LEC
9.411764706,4.965517241,1.443609023,0,0,0,0,0,50.23255814,11.37777778,105.1719745,four,MEC
5.647058824,3.310344828,1.443609023,2.594594595,0,0,0,0,39.06976744,32.71111111,25.68152866,four,MEC
0,6.620689655,0,0,0,0,4.881355932,5.433962264,160.744186,190.5777778,18.34394904,four,MEC
20.70588235,9.931034483,0,0,0,0,0,0,44.65116279,66.84444444,6.114649682,four,MEC
18.82352941,4.965517241,30.31578947,77.83783784,36.76595745,28.04494382,19.52542373,1.811320755,183.0697674,8.533333333,260.4840764,four,LEC
22.58823529,0,14.43609023,1.297297297,2.042553191,0,0,0,108.2790698,164.9777778,11.00636943,four,LEC
0,0,0,7.783783784,0,17.25842697,50.44067797,0,43.53488372,0,44.02547771,four,MEC
0,4.965517241,0,0,0,0,11.38983051,0,123.9069767,9.955555556,40.3566879,four,MEC
0,11.5862069,0,0,0,0,0,0,126.1395349,7.111111111,3.668789809,four,LEC
18.82352941,16.55172414,0,3.891891892,4.085106383,0,6.508474576,0,138.4186047,35.55555556,78.26751592,four,MEC
11.29411765,6.620689655,0,1.297297297,2.042553191,0,0,1.811320755,314.7906977,258.8444444,80.7133758,four,LEC
